user_id,signup_date,subscription_plan,monthly_price,discount_applied,tenure_months,monthly_usage_hours,sessions_per_month,device_type,region,age_group,acquisition_channel,referral_flag,customer_support_tickets,payment_failures,content_category_preference,engagement_score,churn_flag,churn_probability,lifetime_value,churn_reason,price_sensitivity,customer_satisfaction,lifecycle_stage,usage_trend,support_sentiment,competitor_exposure,promotion_type
100131,2022-10-05,Standard,499,0.2,8,5.5,29,TV,West,18-24,"Google Ads",0,0,0,Education,1.49,1,0.82,590.38,"Poor app experience",Medium,Dissatisfied,Growth,Stable,"No contact",None,Retention
100132,2023-10-26,Standard,499,0,2,21.8,17,Mobile,East,18-24,Referral,0,0,0,Technology,1.99,1,0.75,246.4,"Price too high",Low,Dissatisfied,Onboarding,Stable,"No contact",Occasional,None
100133,2024-05-26,Basic,299,0,18,22.1,29,Mobile,West,55+,Organic,0,0,0,Technology,2.49,1,0.69,1662.68,"Low content relevance",Low,Neutral,Mature,Increasing,"No contact",Occasional,None
100134,2022-05-18,Standard,499,0,36,14.5,20,Laptop,South,18-24,"Meta Ads",1,0,1,Comedy,1.67,1,0.79,3722.07,"Poor app experience",High,Neutral,Mature,Declining,"No contact",Occasional,None
100135,2023-02-06,Standard,499,0.3,24,20.3,30,Mobile,South,55+,"Google Ads",1,0,0,Technology,2.42,1,0.7,2517.04,"Switched to competitor",Medium,"Very dissatisfied",Mature,Increasing,"No contact",Occasional,Retention
100136,2022-02-02,Basic,299,0,34,22.9,32,TV,North,35-44,Referral,0,0,0,Fitness,2.65,1,0.67,3342.42,"Price too high",High,Neutral,Mature,Stable,"No contact",None,None
100137,2023-05-21,Standard,499,0.2,42,50.4,22,Mobile,South,18-24,"Meta Ads",0,2,0,Education,3.9,0,0.52,8112.77,Active,Medium,"Very satisfied",Mature,Increasing,Positive,None,Referral
100138,2023-03-06,Basic,299,0,38,30.6,42,Tablet,West,25-34,Email,0,0,0,Education,3.52,0,0.56,4962.06,Active,High,Neutral,Mature,Stable,"No contact",Occasional,None
100139,2022-01-28,Basic,299,0,11,19.8,29,Mobile,North,18-24,"Meta Ads",1,1,1,Comedy,2.35,1,0.71,958.95,"Switched to competitor",Medium,Neutral,Growth,Increasing,Neutral,Occasional,None
100140,2021-07-26,Standard,499,0.2,10,28.4,43,Tablet,North,35-44,Email,0,1,1,Technology,3.42,0,0.58,1693.88,Active,Low,"Very satisfied",Growth,Declining,Positive,Occasional,Referral
100141,2023-11-05,Premium,799,0,29,15.5,43,TV,East,35-44,Organic,0,0,0,Education,2.65,1,0.67,7618.26,"Price too high",High,Satisfied,Mature,Stable,"No contact",Occasional,None
100142,2023-06-11,Basic,299,0,40,18.1,23,Laptop,North,35-44,Referral,0,0,0,Comedy,2.01,1,0.75,2982.58,"Low content relevance",Low,Neutral,Mature,Declining,"No contact",Occasional,None
100143,2023-05-14,Basic,299,0.2,6,25,6,TV,North,18-24,"Meta Ads",1,0,0,Education,1.74,1,0.78,309.83,"Price too high",Medium,Satisfied,Growth,Declining,"No contact",Occasional,Referral
100144,2023-01-13,Basic,299,0,48,5.6,52,Tablet,South,45-54,Email,0,0,0,Fitness,2.42,1,0.7,4309.16,"Low usage",Medium,Dissatisfied,Mature,Increasing,"No contact",Occasional,None
100145,2024-06-18,Basic,299,0,10,10.7,15,Tablet,North,45-54,Email,1,1,0,Comedy,1.24,1,0.85,460,"Poor app experience",Low,Dissatisfied,Growth,Stable,Neutral,Occasional,None
100146,2022-07-18,Standard,499,0,30,2.7,32,Mobile,West,25-34,"Meta Ads",1,2,0,Technology,1.44,1,0.82,2674.54,"Price too high",Low,Neutral,Mature,Declining,Negative,Occasional,None
100147,2023-10-18,Standard,499,0.1,28,21.5,16,Tablet,South,18-24,Referral,0,2,0,Comedy,1.93,1,0.76,3011.09,"Switched to competitor",High,Neutral,Mature,Stable,Positive,Occasional,Referral
100148,2021-04-06,Basic,299,0.2,29,29.3,8,Laptop,North,25-34,Email,0,1,0,Fitness,2.08,1,0.74,1790.14,"Poor app experience",Medium,Satisfied,Mature,Increasing,Negative,None,Referral
100149,2022-04-30,Premium,799,0,25,27.7,23,Tablet,North,25-34,Organic,0,0,0,Technology,2.58,1,0.68,6393.98,"Switched to competitor",Medium,Satisfied,Mature,Declining,"No contact",Occasional,None
100150,2024-12-01,Basic,299,0,36,12.4,15,Laptop,South,35-44,Referral,0,0,2,Comedy,1.34,1,0.83,1789.55,"Price too high",Medium,Satisfied,Mature,Stable,"No contact",None,None
100151,2021-08-19,Premium,799,0,27,3,49,Mobile,West,25-34,"Meta Ads",0,0,1,Fitness,2.14,1,0.73,5727.82,"Poor app experience",Medium,Satisfied,Mature,Stable,"No contact",Occasional,None
100152,2023-01-19,Premium,799,0,34,28,33,Laptop,East,35-44,"Google Ads",0,0,0,Education,3,1,0.63,10111.41,"Switched to competitor",High,"Very dissatisfied",Mature,Stable,"No contact",Occasional,None
100153,2024-04-09,Standard,499,0.1,34,10.1,11,Tablet,East,18-24,Referral,1,0,1,Technology,1.05,1,0.87,1989.19,"Low usage",High,Dissatisfied,Mature,Increasing,"No contact",Occasional,Retention
100154,2022-06-25,Basic,299,0,32,21.6,57,Mobile,South,55+,Email,1,1,0,Technology,3.58,0,0.56,4249.81,Active,Low,Dissatisfied,Mature,Stable,Neutral,Occasional,None
100155,2023-11-26,Standard,499,0.2,44,45.9,57,Laptop,West,25-34,Referral,1,1,3,Technology,5.03,0,0.38,10961.66,Active,Medium,Satisfied,Mature,Stable,Neutral,Occasional,Referral
100156,2022-06-09,Standard,499,0.3,4,3.6,25,Tablet,North,35-44,"Meta Ads",0,1,1,Drama,1.22,1,0.85,211.49,"Poor app experience",Medium,"Very satisfied",Onboarding,Increasing,Negative,None,Seasonal
100157,2024-03-29,Premium,799,0.2,48,22.8,40,Mobile,South,55+,Email,0,0,0,Education,2.97,1,0.63,11305.75,"Low content relevance",Medium,Neutral,Mature,Declining,"No contact",High,Referral
100158,2024-06-20,Standard,499,0,34,27.5,15,Laptop,North,55+,Organic,0,1,0,Drama,2.25,1,0.72,4736.17,"Poor app experience",Medium,"Very satisfied",Mature,Stable,Negative,High,None
100159,2024-01-15,Standard,499,0.1,16,21.1,9,Mobile,South,25-34,Referral,0,0,0,Comedy,1.63,1,0.8,1453.17,"Low usage",Medium,Dissatisfied,Growth,Stable,"No contact",None,Referral
100160,2022-08-01,Premium,799,0.2,47,13.3,33,TV,East,45-54,"Meta Ads",0,2,0,Drama,2.12,1,0.74,7901.97,"Switched to competitor",Low,"Very satisfied",Mature,Declining,Positive,Occasional,Retention
100161,2022-11-13,Premium,799,0,46,31.2,13,Laptop,East,25-34,"Meta Ads",0,0,0,Drama,2.39,1,0.7,10898.52,"Low content relevance",Medium,"Very satisfied",Mature,Stable,"No contact",High,None
100162,2022-07-11,Standard,499,0.2,11,5.3,50,Laptop,West,45-54,Email,1,0,2,Comedy,2.32,1,0.71,1263.97,"Price too high",Low,Neutral,Growth,Stable,"No contact",High,Seasonal
100163,2023-10-10,Premium,799,0.2,15,16.5,25,Mobile,North,45-54,Organic,0,1,0,Comedy,1.99,1,0.75,2367.26,"Low content relevance",Low,Dissatisfied,Growth,Increasing,Negative,High,Seasonal
100164,2022-10-08,Standard,499,0,38,6.4,52,Tablet,North,35-44,Referral,0,1,0,Technology,2.46,1,0.69,5787.41,"Price too high",High,Neutral,Mature,Stable,Neutral,High,None
100165,2023-03-07,Standard,499,0,30,40,26,TV,North,18-24,"Meta Ads",0,0,1,Education,3.44,0,0.57,6389.18,Active,Medium,Dissatisfied,Mature,Stable,"No contact",None,None
100166,2023-11-18,Standard,499,0,27,16.5,27,Tablet,North,18-24,Organic,0,0,1,Comedy,2.07,1,0.74,3460.19,"Price too high",Medium,Satisfied,Mature,Increasing,"No contact",High,None
100167,2024-09-25,Standard,499,0,16,23.6,53,Laptop,East,35-44,Organic,0,0,0,Drama,3.54,0,0.56,3506.62,Active,Low,Satisfied,Growth,Increasing,"No contact",Occasional,None
100168,2024-09-16,Basic,299,0.2,1,13.7,49,TV,North,35-44,Email,0,0,0,Technology,2.78,1,0.66,82.5,"Low content relevance",High,Satisfied,Onboarding,Increasing,"No contact",Occasional,Seasonal
100169,2024-10-03,Standard,499,0.3,25,29.3,11,Mobile,South,45-54,"Meta Ads",0,0,2,Education,2.2,1,0.73,2383.56,"Low content relevance",Low,Satisfied,Mature,Stable,"No contact",High,Retention
100170,2024-06-08,Standard,499,0.3,28,15.8,34,Laptop,South,18-24,Email,1,1,0,Comedy,2.31,1,0.71,2803.07,"Price too high",Medium,Neutral,Mature,Declining,Negative,None,Seasonal
100171,2021-07-09,Basic,299,0,43,11.7,34,Tablet,North,45-54,"Google Ads",1,1,0,Fitness,2.06,1,0.74,3286.03,"Low usage",Medium,"Very satisfied",Mature,Increasing,Neutral,High,None
100172,2024-06-02,Basic,299,0.3,14,13,37,Laptop,South,18-24,"Google Ads",0,0,0,Comedy,2.26,1,0.72,821.62,"Low content relevance",High,"Very dissatisfied",Growth,Stable,"No contact",Occasional,Referral
100173,2024-11-09,Premium,799,0.2,34,39.7,37,Mobile,West,25-34,"Google Ads",0,0,0,Education,3.86,0,0.52,10408.02,Active,High,"Very satisfied",Mature,Increasing,"No contact",High,Retention
100174,2024-11-01,Standard,499,0.2,48,33.2,9,TV,South,25-34,"Google Ads",1,1,0,Drama,2.35,1,0.71,5586.82,"Switched to competitor",Low,Neutral,Mature,Increasing,Neutral,None,Retention
100175,2024-07-30,Basic,299,0.3,4,23.8,44,TV,West,18-24,Email,1,0,1,Fitness,3.19,1,0.6,331.35,"Price too high",High,Dissatisfied,Onboarding,Stable,"No contact",High,Referral
100176,2022-09-25,Premium,799,0,14,18.4,53,Laptop,South,25-34,"Meta Ads",0,2,1,Technology,3.22,1,0.6,4468.85,"Price too high",High,Dissatisfied,Growth,Declining,Neutral,Occasional,None
100177,2022-09-20,Premium,799,0,16,11.6,26,Laptop,North,35-44,Referral,0,1,0,Technology,1.74,1,0.78,2759.82,"Switched to competitor",High,Dissatisfied,Growth,Stable,Negative,None,None
100178,2023-08-31,Standard,499,0,15,18.7,56,TV,East,55+,Email,0,1,0,Education,3.36,0,0.58,3120.3,Active,High,Dissatisfied,Growth,Stable,Positive,Occasional,None
100179,2024-07-06,Basic,299,0,34,12.3,56,Tablet,East,55+,Referral,0,1,0,Technology,2.98,1,0.63,3758.65,"Switched to competitor",Medium,Neutral,Mature,Increasing,Positive,None,None
100180,2024-10-14,Premium,799,0.1,13,26.9,3,Tablet,West,25-34,"Google Ads",0,0,0,Comedy,1.73,1,0.79,2006.52,"Low content relevance",High,Neutral,Growth,Increasing,"No contact",None,Retention
100181,2022-12-11,Premium,799,0,17,17.7,19,Tablet,North,35-44,"Google Ads",0,1,0,Technology,1.82,1,0.77,3067.13,"Switched to competitor",Medium,Neutral,Growth,Stable,Negative,Occasional,None
100182,2024-12-05,Basic,299,0,28,27.8,35,Mobile,North,55+,Email,0,0,0,Technology,3.07,1,0.62,3188.84,"Price too high",Medium,Dissatisfied,Mature,Stable,"No contact",Occasional,None
100183,2022-10-11,Basic,299,0,10,29.3,53,Mobile,East,35-44,Referral,0,1,2,Technology,3.88,0,0.52,1439.35,Active,Low,Satisfied,Growth,Increasing,Positive,Occasional,None
100184,2021-11-14,Standard,499,0.3,47,5.1,1,TV,South,18-24,Referral,0,0,1,Technology,0.35,1,0.96,712.9,"Poor app experience",Low,Satisfied,Mature,Stable,"No contact",None,Referral
100185,2024-06-02,Standard,499,0,17,70.8,10,Tablet,East,45-54,Referral,1,0,0,Technology,4.65,0,0.42,4894.04,Active,Low,"Very satisfied",Growth,Declining,"No contact",Occasional,None
100186,2024-06-11,Basic,299,0,8,14,47,Tablet,East,18-24,"Meta Ads",1,0,1,Education,2.72,1,0.66,807.23,"Switched to competitor",High,Dissatisfied,Growth,Stable,"No contact",None,None
100187,2022-11-15,Standard,499,0,2,21.4,24,Laptop,North,55+,"Google Ads",1,1,0,Fitness,2.24,1,0.72,277.36,"Price too high",Low,"Very satisfied",Onboarding,Stable,Positive,High,None
100188,2022-10-26,Standard,499,0,1,15.8,37,Tablet,East,35-44,Email,0,0,0,Fitness,2.43,1,0.7,150.44,"Low content relevance",Low,"Very dissatisfied",Onboarding,Stable,"No contact",Occasional,None
100189,2024-10-29,Premium,799,0.1,5,37.8,36,Mobile,East,45-54,"Google Ads",1,1,1,Drama,3.71,0,0.54,1655,Active,Medium,"Very dissatisfied",Onboarding,Stable,Positive,High,Referral
100190,2024-06-10,Standard,499,0.1,35,14.6,11,Tablet,South,25-34,Referral,1,0,0,Drama,1.32,1,0.84,2574.25,"Low usage",Medium,Satisfied,Mature,Increasing,"No contact",None,Referral
100191,2024-02-11,Standard,499,0,22,6.4,42,Mobile,West,35-44,"Meta Ads",0,0,1,Comedy,2.06,1,0.74,2805.79,"Poor app experience",High,Neutral,Mature,Increasing,"No contact",Occasional,None
100192,2022-03-18,Premium,799,0.2,43,25.9,35,Tablet,East,35-44,Organic,0,0,1,Drama,2.95,1,0.63,10059.87,"Low usage",Medium,Dissatisfied,Mature,Increasing,"No contact",Occasional,Retention
100193,2022-07-18,Basic,299,0,16,33.9,33,TV,South,18-24,Email,0,1,0,Fitness,3.35,0,0.58,1988.39,Active,Low,"Very dissatisfied",Growth,Declining,Negative,High,None
100194,2024-07-15,Basic,299,0.2,9,10.9,41,TV,East,55+,"Google Ads",0,1,1,Drama,2.29,1,0.72,611.65,"Switched to competitor",High,Satisfied,Growth,Increasing,Negative,None,Seasonal
100195,2024-11-10,Premium,799,0.2,36,25.7,29,Mobile,West,25-34,Organic,0,1,0,Education,2.7,1,0.67,7708.47,"Low content relevance",Low,Neutral,Mature,Stable,Negative,None,Seasonal
100196,2024-11-11,Basic,299,0.2,9,21.1,41,Tablet,West,55+,Organic,0,0,0,Education,2.91,1,0.64,777.25,"Switched to competitor",High,Dissatisfied,Growth,Stable,"No contact",Occasional,Retention
100197,2024-02-11,Premium,799,0,14,25.8,34,Mobile,East,35-44,"Google Ads",0,1,1,Drama,2.91,1,0.64,4038.62,"Poor app experience",Low,"Very satisfied",Growth,Stable,Positive,None,None
100198,2023-08-10,Basic,299,0,10,38,53,Tablet,South,45-54,Referral,1,0,1,Fitness,4.4,0,0.45,1632.26,Active,High,Neutral,Growth,Stable,"No contact",High,None
100199,2024-01-10,Basic,299,0,22,33.7,50,Mobile,East,55+,Email,1,0,0,Fitness,4.02,0,0.5,3280.84,Active,Low,Neutral,Mature,Increasing,"No contact",Occasional,None
100200,2022-11-30,Premium,799,0,16,18.8,40,Laptop,West,45-54,Organic,0,0,0,Drama,2.73,1,0.66,4330.06,"Price too high",High,Satisfied,Growth,Increasing,"No contact",None,None
100201,2021-04-23,Standard,499,0,41,18.3,11,Mobile,South,25-34,"Google Ads",0,0,0,Technology,1.54,1,0.81,3909.04,"Low content relevance",Low,Neutral,Mature,Declining,"No contact",None,None
100202,2021-01-02,Standard,499,0,3,30.5,1,Tablet,North,25-34,Organic,0,0,0,Fitness,1.87,1,0.77,347.32,"Switched to competitor",Low,Neutral,Onboarding,Increasing,"No contact",Occasional,None
100203,2022-10-04,Basic,299,0,28,23.4,41,Tablet,North,45-54,"Meta Ads",0,0,0,Fitness,3.04,1,0.62,3157.68,"Switched to competitor",High,"Very satisfied",Mature,Declining,"No contact",Occasional,None
100204,2021-08-08,Basic,299,0,30,21.8,53,Tablet,East,18-24,"Google Ads",0,0,0,Fitness,3.43,0,0.57,3817.26,Active,Low,Neutral,Mature,Increasing,"No contact",None,None
100205,2023-05-05,Premium,799,0.3,29,15.5,55,Tablet,West,35-44,"Google Ads",0,1,0,Technology,3.13,1,0.61,6298.72,"Poor app experience",High,Satisfied,Mature,Increasing,Positive,None,Retention
100206,2024-06-02,Basic,299,0.1,1,21.2,3,Tablet,South,45-54,"Google Ads",1,0,0,Drama,1.39,1,0.83,46.41,"Poor app experience",High,"Very dissatisfied",Onboarding,Increasing,"No contact",None,Referral
100207,2022-01-20,Standard,499,0,28,22.7,38,Mobile,North,45-54,Email,0,0,0,Drama,2.88,1,0.64,4992.48,"Poor app experience",Medium,Dissatisfied,Mature,Stable,"No contact",High,None
100208,2024-11-27,Basic,299,0.2,22,9,41,Laptop,South,18-24,Organic,0,1,0,Comedy,2.18,1,0.73,1423.33,"Switched to competitor",Medium,"Very dissatisfied",Mature,Increasing,Negative,None,Seasonal
100209,2024-02-28,Basic,299,0.3,32,21.1,15,Laptop,West,35-44,Email,1,1,1,Comedy,1.87,1,0.77,1553.91,"Low usage",High,Satisfied,Mature,Stable,Neutral,Occasional,Referral
100210,2023-12-13,Premium,799,0,11,23.5,57,Laptop,South,35-44,"Meta Ads",0,0,0,Technology,3.69,0,0.54,4023.75,Active,High,Neutral,Growth,Stable,"No contact",None,None
100211,2022-12-31,Premium,799,0,26,9.1,26,Tablet,West,45-54,Email,0,3,0,Comedy,1.59,1,0.8,4098.1,"Low content relevance",Medium,Neutral,Mature,Declining,Positive,Occasional,None
100212,2024-12-10,Standard,499,0,31,10.2,49,Tablet,West,18-24,Email,1,0,0,Education,2.57,1,0.68,4932.42,"Price too high",Low,Satisfied,Mature,Stable,"No contact",High,None
100213,2021-09-04,Standard,499,0.2,20,34.5,48,Laptop,East,45-54,"Meta Ads",0,1,1,Comedy,3.99,0,0.5,3952.38,Active,Low,Satisfied,Mature,Stable,Negative,None,Retention
100214,2023-04-16,Standard,499,0,20,13.1,2,TV,North,55+,Email,0,0,0,Comedy,0.87,1,0.89,1077.25,"Poor app experience",Low,Satisfied,Mature,Stable,"No contact",High,None
100215,2021-07-22,Standard,499,0.2,33,22.6,10,Mobile,West,25-34,Email,1,0,0,Technology,1.76,1,0.78,2876.62,"Low content relevance",Medium,Neutral,Mature,Increasing,"No contact",None,Retention
100216,2024-04-22,Standard,499,0.2,5,35.5,53,Tablet,South,55+,Email,0,3,1,Fitness,4.25,0,0.47,1052.48,Active,High,Neutral,Onboarding,Stable,Positive,Occasional,Seasonal
100217,2021-05-03,Basic,299,0.1,41,14.7,53,Mobile,South,25-34,"Meta Ads",0,1,0,Education,3,1,0.63,4106.61,"Switched to competitor",High,"Very satisfied",Mature,Stable,Positive,Occasional,Referral
100218,2022-02-05,Basic,299,0,3,4.1,8,Mobile,East,35-44,Email,1,2,0,Drama,0.57,1,0.93,63.44,"Switched to competitor",High,Satisfied,Onboarding,Declining,Negative,None,None
100219,2023-02-06,Premium,799,0,44,36.7,59,Tablet,East,35-44,Email,0,0,0,Fitness,4.56,0,0.43,19889.75,Active,Medium,Neutral,Mature,Increasing,"No contact",None,None
100220,2021-10-21,Basic,299,0,34,7.2,5,Tablet,West,45-54,Referral,0,1,0,Drama,0.63,1,0.92,794.61,"Low content relevance",Medium,Satisfied,Mature,Stable,Positive,None,None
100221,2021-10-07,Basic,299,0,31,5.2,11,Tablet,East,25-34,Email,0,0,0,Technology,0.75,1,0.91,862.5,"Low usage",High,Neutral,Mature,Stable,"No contact",None,None
100222,2023-06-03,Standard,499,0.1,42,6.7,12,Mobile,East,35-44,Email,0,0,0,Comedy,0.88,1,0.89,2059.4,"Low usage",High,Dissatisfied,Mature,Increasing,"No contact",Occasional,Retention
100223,2021-07-17,Standard,499,0.2,7,28.3,12,Laptop,West,55+,Referral,1,1,0,Comedy,2.18,1,0.73,755.81,"Price too high",Medium,Neutral,Growth,Increasing,Positive,High,Seasonal
100224,2023-09-09,Standard,499,0.2,30,56.3,30,Laptop,North,55+,"Meta Ads",0,1,1,Comedy,4.58,0,0.43,6805.22,Active,Low,Satisfied,Mature,Declining,Negative,Occasional,Retention
100225,2023-01-22,Basic,299,0,18,14.6,6,Laptop,South,45-54,"Google Ads",0,0,0,Technology,1.12,1,0.86,747.87,"Low content relevance",Medium,Satisfied,Mature,Increasing,"No contact",Occasional,None
100226,2021-05-24,Premium,799,0,16,14.4,1,TV,North,25-34,"Google Ads",1,2,2,Education,0.9,1,0.89,1427.49,"Low content relevance",Medium,Dissatisfied,Growth,Stable,Negative,None,None
100227,2022-09-01,Standard,499,0.2,13,24.4,6,Laptop,East,45-54,Referral,1,0,0,Comedy,1.7,1,0.79,1094.58,"Low usage",Low,"Very satisfied",Growth,Declining,"No contact",None,Referral
100228,2024-05-09,Premium,799,0.3,33,8.6,20,Laptop,West,55+,Email,0,0,0,Technology,1.32,1,0.84,3022.72,"Switched to competitor",Medium,Neutral,Mature,Stable,"No contact",None,Referral
100229,2024-02-22,Basic,299,0,7,30.3,10,Laptop,North,25-34,Organic,0,0,0,Education,2.22,1,0.72,576.48,"Poor app experience",Low,Satisfied,Growth,Stable,"No contact",Occasional,None
100230,2021-07-06,Basic,299,0.2,30,8.3,42,Mobile,East,35-44,"Google Ads",1,0,1,Technology,2.18,1,0.73,1940.9,"Low usage",High,Neutral,Mature,Stable,"No contact",High,Seasonal
100231,2024-09-11,Basic,299,0,11,23.2,33,Mobile,South,25-34,"Meta Ads",1,0,1,Education,2.71,1,0.66,1105.85,"Low content relevance",Low,"Very satisfied",Growth,Increasing,"No contact",None,None
100232,2022-04-09,Basic,299,0,6,10,46,Mobile,South,18-24,"Meta Ads",0,1,0,Education,2.44,1,0.7,543.1,"Low usage",Medium,Satisfied,Growth,Declining,Neutral,None,None
100233,2024-10-04,Basic,299,0.1,21,11.6,30,TV,East,35-44,Organic,0,0,0,Education,1.9,1,0.76,1332.15,"Price too high",High,Neutral,Mature,Increasing,"No contact",Occasional,Retention
100234,2022-10-22,Basic,299,0.2,32,18.1,4,Mobile,East,45-54,"Meta Ads",1,0,1,Comedy,1.25,1,0.84,1187.1,"Low content relevance",Medium,"Very satisfied",Mature,Stable,"No contact",None,Referral
100235,2023-02-03,Standard,499,0,5,3.4,16,Mobile,South,25-34,Email,0,0,2,Drama,0.84,1,0.9,260.02,"Price too high",High,Satisfied,Onboarding,Declining,"No contact",Occasional,None
100236,2023-08-13,Standard,499,0.2,42,24,46,Tablet,South,18-24,"Meta Ads",0,1,1,Fitness,3.28,0,0.59,6823.05,Active,High,Neutral,Mature,Stable,Positive,High,Referral
100237,2022-02-07,Premium,799,0.1,29,32.1,28,TV,West,45-54,Email,0,0,0,Comedy,3.05,1,0.62,7891.36,"Low usage",High,"Very satisfied",Mature,Increasing,"No contact",None,Referral
100238,2024-10-01,Basic,299,0.1,35,33.7,31,TV,North,25-34,"Meta Ads",0,0,0,Drama,3.26,0,0.6,3809.47,Active,Medium,Neutral,Mature,Increasing,"No contact",None,Referral
100239,2021-05-27,Standard,499,0.1,47,41.6,10,TV,South,45-54,Email,0,0,0,Comedy,2.9,1,0.64,7594.58,"Poor app experience",Low,Neutral,Mature,Declining,"No contact",High,Referral
100240,2024-03-17,Basic,299,0,12,59.6,59,Laptop,North,25-34,Referral,1,0,1,Technology,5.94,0,0.26,2644.26,Active,Medium,"Very satisfied",Growth,Declining,"No contact",None,None
100241,2023-05-14,Standard,499,0,37,9.4,1,Mobile,South,18-24,Referral,0,0,0,Drama,0.6,1,0.93,1374.42,"Low usage",High,Satisfied,Mature,Increasing,"No contact",Occasional,None
100242,2022-05-04,Standard,499,0.1,46,6.8,40,TV,West,45-54,Referral,0,1,0,Fitness,2.01,1,0.75,5151.83,"Switched to competitor",Medium,Neutral,Mature,Declining,Negative,None,Seasonal
100243,2023-07-18,Standard,499,0.1,44,12.5,41,Tablet,West,55+,"Meta Ads",0,0,0,Fitness,2.39,1,0.7,5859.47,"Low usage",Low,Dissatisfied,Mature,Increasing,"No contact",Occasional,Referral
100244,2022-07-05,Premium,799,0,22,11.9,45,TV,West,55+,Referral,0,0,0,Drama,2.51,1,0.69,5474.04,"Price too high",Low,Dissatisfied,Mature,Declining,"No contact",Occasional,None
100245,2021-12-04,Premium,799,0,11,16.8,38,Laptop,South,25-34,Email,0,0,0,Fitness,2.53,1,0.69,2758.83,"Poor app experience",Medium,Neutral,Growth,Declining,"No contact",High,None
100246,2023-05-22,Standard,499,0.2,23,18.3,21,Mobile,East,45-54,Email,1,1,0,Technology,1.94,1,0.76,2209.96,"Low usage",High,Dissatisfied,Mature,Declining,Positive,Occasional,Seasonal
100247,2022-10-03,Premium,799,0.1,45,10.6,28,TV,South,35-44,Email,1,1,0,Education,1.76,1,0.78,7066.09,"Low content relevance",Low,Dissatisfied,Mature,Increasing,Positive,Occasional,Seasonal
100248,2022-04-18,Standard,499,0.1,10,41.1,9,Tablet,North,55+,"Google Ads",0,1,1,Technology,2.83,1,0.65,1576.86,"Switched to competitor",Medium,Satisfied,Growth,Increasing,Negative,Occasional,Referral
100249,2021-05-31,Premium,799,0.2,42,23.8,21,Tablet,South,45-54,Email,1,1,0,Technology,2.27,1,0.72,7560.96,"Low usage",Low,"Very dissatisfied",Mature,Stable,Positive,Occasional,Retention
100250,2024-12-09,Standard,499,0,24,6,53,Laptop,South,45-54,Referral,1,0,1,Education,2.48,1,0.69,3684.92,"Switched to competitor",High,Neutral,Mature,Stable,"No contact",High,None
100251,2024-08-14,Standard,499,0,46,46,17,Mobile,South,35-44,"Meta Ads",0,0,0,Technology,3.44,0,0.57,9796.74,Active,High,Neutral,Mature,Increasing,"No contact",None,None
100252,2021-09-20,Standard,499,0,16,37.2,7,Tablet,South,55+,Organic,0,1,0,Fitness,2.51,1,0.69,2486.33,"Poor app experience",Medium,"Very satisfied",Growth,Stable,Positive,Occasional,None
100253,2021-05-24,Basic,299,0.1,12,6.7,49,Mobile,North,55+,Email,1,0,0,Drama,2.36,1,0.71,945.52,"Poor app experience",Low,Neutral,Growth,Declining,"No contact",Occasional,Referral
100254,2021-12-12,Standard,499,0.1,32,38.6,19,Mobile,East,35-44,Organic,0,0,0,Education,3.08,1,0.62,5491.72,"Low content relevance",Low,Dissatisfied,Mature,Increasing,"No contact",High,Referral
100255,2022-09-16,Premium,799,0,24,13.1,3,Laptop,North,35-44,"Meta Ads",0,0,0,Fitness,0.91,1,0.89,2165.03,"Switched to competitor",Medium,"Very dissatisfied",Mature,Increasing,"No contact",Occasional,None
100256,2023-10-14,Standard,499,0,4,11.6,18,Mobile,North,45-54,Email,0,0,0,Drama,1.42,1,0.82,351.65,"Low usage",Medium,Satisfied,Onboarding,Stable,"No contact",High,None
100257,2023-05-31,Basic,299,0,42,24.1,22,Laptop,West,25-34,Email,0,2,0,Technology,2.33,1,0.71,3630.29,"Low content relevance",Medium,Dissatisfied,Mature,Stable,Positive,None,None
100258,2021-01-02,Basic,299,0.1,33,17.4,10,Mobile,North,25-34,"Meta Ads",1,0,1,Fitness,1.44,1,0.82,1586.55,"Price too high",High,"Very satisfied",Mature,Declining,"No contact",High,Seasonal
100259,2023-06-16,Premium,799,0,18,38.3,19,TV,South,35-44,"Google Ads",1,1,0,Technology,3.06,1,0.62,5460.16,"Switched to competitor",High,Satisfied,Mature,Increasing,Neutral,Occasional,None
100260,2024-08-20,Premium,799,0,47,12.1,47,TV,East,35-44,Email,0,0,1,Education,2.61,1,0.68,12160.46,"Poor app experience",Low,Neutral,Mature,Stable,"No contact",Occasional,None
100261,2021-09-11,Basic,299,0.2,17,11.5,23,Laptop,West,45-54,Referral,0,1,0,Comedy,1.61,1,0.8,812.27,"Low content relevance",Low,Satisfied,Growth,Increasing,Positive,None,Seasonal
100262,2022-03-29,Premium,799,0,21,29.5,4,Mobile,West,45-54,Organic,1,5,0,Technology,1.93,1,0.76,4017.8,"Poor app experience",Medium,Dissatisfied,Mature,Increasing,Negative,None,None
100263,2023-11-27,Premium,799,0,1,8.9,11,Tablet,North,35-44,Organic,0,0,0,Comedy,0.97,1,0.88,96.16,"Switched to competitor",Medium,Neutral,Onboarding,Stable,"No contact",Occasional,None
